ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
17358	bahengwest-Chen-2013-888-714-1		bahengwest	Chen-2013-888-714	hɔ⁵³	hɔ⁵³	h ɔ ⁵³		Chen2013			喝	1401	DRINK	Baheng, West	pahn1237					Baheng, West	喝	hɔ⁵³	3 7 8	AXT	HU3	2	2.H.C 2.U.V 2.3.T	1.6 3.0 1.0	0	258
17359	bahengeast-Chen-2013-888-714-1		bahengeast	Chen-2013-888-714	hau⁵³	hau⁵³	h au ⁵³		Chen2013			喝	1401	DRINK	Baheng, East	pahn1237					Baheng, East	喝	hau⁵³	3 7 8	AXT	HA3	1	1.H.C 1.A.V 1.3.T	1.6 3.0 1.0	0	258
20245	luobuoheeastern-Chen-2013-888-833-1		luobuoheeastern	Chen-2013-888-833	min²⁴	min²⁴	m i n ²⁴		Chen2013			嗅	1586	SMELL (PERCEIVE)	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	嗅	min²⁴	4 7 4 8	AXLT	MIN2	7	7.M.C 7.I.V 7.N.c 7.2.T	1.6 3.0 1.1 1.0	0	260
20247	chuanqiandian-Chen-2013-888-833-1		chuanqiandian	Chen-2013-888-833	n̥a⁴⁴	n̥a⁴⁴	n̥ a ⁴⁴		Chen2013			嗅	1586	SMELL (PERCEIVE)	Chuanqiandian	chua1256					Chuanqiandian	嗅	n̥a⁴⁴	4 7 8	AXT	NA5	3	3.N.C 3.A.V 3.5.T	1.6 3.0 1.0	0	261
20248	chuanqiandiancentralguizhou-Chen-2013-888-833-1		chuanqiandiancentralguizhou	Chen-2013-888-833	m̥e⁴²	m̥e⁴²	m̥ e ⁴²		Chen2013			嗅	1586	SMELL (PERCEIVE)	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	嗅	m̥e⁴²	4 7 8	AXT	ME3	4	4.M.C 4.E.V 4.3.T	1.6 3.0 1.0	0	260
20249	chuanqiandiansouthernguizhou-Chen-2013-888-833-1		chuanqiandiansouthernguizhou	Chen-2013-888-833	mi³⁵	mi³⁵	m i ³⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	嗅	mi³⁵	4 7 8	AXT	MI2	6	6.M.C 6.I.V 6.2.T	1.6 3.0 1.0	0	260
20250	chuanqiandiannortheastyunnan-Chen-2013-888-833-1		chuanqiandiannortheastyunnan	Chen-2013-888-833	tʂy³³ta⁵⁵	tʂy³³ta⁵⁵	t ʂ y ³³ + t a ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	嗅	tʂy³³+ta⁵⁵	1 3 7 8 9 1 7 8	ACXT_AXT	TSY4_TA5	5	5.T.C 5.S.C 5.Y.V 5.4.T 5._._ 5.T.C 5.A.V 5.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	262 263
20254	qiandongeast-Chen-2013-888-833-1		qiandongeast	Chen-2013-888-833	mi⁴⁴	mi⁴⁴	m i ⁴⁴		Chen2013			嗅	1586	SMELL (PERCEIVE)	Qiandong, East	east2370					Qiandong, East	嗅	mi⁴⁴	4 7 8	AXT	MI5	9	9.M.C 9.I.V 9.5.T	1.6 3.0 1.0	0	260
20256	qiandongwest-Chen-2013-888-833-1		qiandongwest	Chen-2013-888-833	me³³	me³³	m e ³³		Chen2013			嗅	1586	SMELL (PERCEIVE)	Qiandong, West						Qiandong, West	嗅	me³³	4 7 8	AXT	ME4	10	10.M.C 10.E.V 10.4.T	1.6 3.0 1.0	0	260
20257	bahengwest-Chen-2013-888-833-1		bahengwest	Chen-2013-888-833	ȵ̥i⁵⁵	ȵ̥i⁵⁵	ȵ̥̥ i ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Baheng, West	pahn1237					Baheng, West	嗅	ȵ̥̥i⁵⁵	4 7 8	AXT	NI5	2	2.N.C 2.I.V 2.5.T	1.6 3.0 1.0	0	261
20246	luobuohewestern-Chen-2013-888-833-1		luobuohewestern	Chen-2013-888-833	m̥en⁵⁵	m̥en⁵⁵	m̥ e n ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Luobuohe, Western	luop1235					Luobuohe, Western	嗅	m̥en⁵⁵	4 7 4 8	AXLT	MEN5	8	8.M.C 8.E.V 8.N.c 8.5.T	1.6 3.0 1.1 1.0	0	260
20258	bahengeast-Chen-2013-888-833-1		bahengeast	Chen-2013-888-833	m̥iŋ⁵⁵	m̥iŋ⁵⁵	m̥ i ŋ ⁵⁵		Chen2013			嗅	1586	SMELL (PERCEIVE)	Baheng, East	pahn1237					Baheng, East	嗅	m̥iŋ⁵⁵	4 7 4 8	AXLT	MIN5	1	1.M.C 1.I.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0	0	260
2190	chuanqiandian-Chen-2013-888-90-1		chuanqiandian	Chen-2013-888-90	ȵtɕou³¹	ȵtɕou³¹	ⁿtɕ ɔ ³¹		Chen2013			嘴，口	674	MOUTH	Chuanqiandian	chua1256					Chuanqiandian	嘴，口	ⁿtɕɔ³¹	2 7 8	AXT	CU3	3	3.C.C 3.U.V 3.3.T	1.6 3.0 1.0	0	266
2188	luobuoheeastern-Chen-2013-888-90-1		luobuoheeastern	Chen-2013-888-90	ta⁰²(qʰuŋ⁵⁵)ȵdʑo³¹	ta⁰²ȵdʑo³¹	t a ²/⁰ + ȵ d ʑ o ³¹		Chen2013			嘴，口	674	MOUTH	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	嘴，口	ta²/⁰+ȵdʑo³¹	1 7 8 9 4 1 3 7 8	AXT_ACCYT	TA6_NTSU3	7	7.T.C 7.A.V 7.6.T 7._._ 7.N.C 7.T.C 7.S.C 7.U.V 7.3.T	1.6 3.0 1.0 0.0 1.6 1.2 1.2 3.0 1.0	0	270 269
2189	luobuohewestern-Chen-2013-888-90-1		luobuohewestern	Chen-2013-888-90	ʔə⁰²ȵdʑo³¹	ʔə⁰²ȵdʑo³¹	ʔ ə ²/⁰ + ȵ d ʑ o ³¹		Chen2013			嘴，口	674	MOUTH	Luobuohe, Western	luop1235					Luobuohe, Western	嘴，口	ʔə²/⁰+ȵdʑo³¹	1 7 8 9 4 1 3 7 8	AXT_ACCYT	HE6_NTSU3	8	8.H.C 8.E.V 8.6.T 8._._ 8.N.C 8.T.C 8.S.C 8.U.V 8.3.T	1.6 3.0 1.0 0.0 1.6 1.2 1.2 3.0 1.0	0	265 269
2192	chuanqiandiansouthernguizhou-Chen-2013-888-90-1		chuanqiandiansouthernguizhou	Chen-2013-888-90	ȵtɕu⁵³	ȵtɕu⁵³	ⁿtɕ u ⁵³		Chen2013			嘴，口	674	MOUTH	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	嘴，口	ⁿtɕu⁵³	2 7 8	AXT	CY3	6	6.C.C 6.Y.V 6.3.T	1.6 3.0 1.0	0	266
2193	chuanqiandiannortheastyunnan-Chen-2013-888-90-1		chuanqiandiannortheastyunnan	Chen-2013-888-90	ʔa³³ȵdʑɦau³⁵	ʔa³³ȵdʑɦau³⁵	ʔ a ³³ + ȵ d ʑ ɦ au ³⁵		Chen2013			嘴，口	674	MOUTH	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	嘴，口	ʔa³³+ȵdʑɦau³⁵	1 7 8 9 4 1 3 3 7 8	AXT_ACCBYT	HA4_NTSHA2	5	5.H.C 5.A.V 5.4.T 5._._ 5.N.C 5.T.C 5.S.C 5.H.C 5.A.V 5.2.T	1.6 3.0 1.0 0.0 1.6 1.2 1.2 1.3 3.0 1.0	0	265 269
2200	bahengwest-Chen-2013-888-90-1		bahengwest	Chen-2013-888-90	ʔa⁰³la⁵⁵	ʔa⁰³la⁵⁵	ʔ a ³/⁰ + l a ⁵⁵		Chen2013			嘴，口	674	MOUTH	Baheng, West	pahn1237					Baheng, West	嘴，口	ʔa³/⁰+la⁵⁵	1 7 8 9 5 7 8	AXT_AXT	HA6_LA5	2	2.H.C 2.A.V 2.6.T 2._._ 2.L.C 2.A.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	265 264
2201	bahengeast-Chen-2013-888-90-1		bahengeast	Chen-2013-888-90	la⁵⁵	la⁵⁵	l a ⁵⁵		Chen2013			嘴，口	674	MOUTH	Baheng, East	pahn1237					Baheng, East	嘴，口	la⁵⁵	5 7 8	AXT	LA5	1	1.L.C 1.A.V 1.5.T	1.6 3.0 1.0	0	264
2197	qiandongeast-Chen-2013-888-90-1		qiandongeast	Chen-2013-888-90	qa³³lou⁴⁴	qa³³lou⁴⁴	q a ³³ + l ɔ ⁴⁴		Chen2013			嘴，口	674	MOUTH	Qiandong, East	east2370					Qiandong, East	嘴，口	qa³³+lɔ⁴⁴	1 7 8 9 5 7 8	AXT_AXT	KA4_LU5	9	9.K.C 9.A.V 9.4.T 9._._ 9.L.C 9.U.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	267 264
2191	chuanqiandiancentralguizhou-Chen-2013-888-90-1		chuanqiandiancentralguizhou	Chen-2013-888-90	qə⁰²ȵtɕə⁵⁵	qə⁰²ȵtɕə⁵⁵	q ə ²/⁰ + ⁿtɕ ə ⁵⁵		Chen2013			嘴，口	674	MOUTH	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	嘴，口	qə²/⁰+ⁿtɕə⁵⁵	1 7 8 9 2 7 8	AXT_AXT	KE6_CE5	4	4.K.C 4.E.V 4.6.T 4._._ 4.C.C 4.E.V 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	267 268
2199	qiandongwest-Chen-2013-888-90-1		qiandongwest	Chen-2013-888-90	qa³³nju⁵⁵	qa³³nju⁵⁵	q a ³³ + nʲ u ⁵⁵		Chen2013			嘴，口	674	MOUTH	Qiandong, West						Qiandong, West	嘴，口	qa³³+nʲu⁵⁵	1 7 8 9 4 7 8	AXT_AXT	KA4_NY5	10	10.K.C 10.A.V 10.4.T 10._._ 10.N.C 10.Y.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	267 271
10428	luobuoheeastern-Chen-2013-888-431-1		luobuoheeastern	Chen-2013-888-431	pləu³¹	pləu³¹	p l əu ³¹		Chen2013			四	1500	FOUR	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	四	pləu³¹	1 5 7 8	ACXT	PLE3	7	7.P.C 7.L.C 7.E.V 7.3.T	1.6 1.2 3.0 1.0	0	274
10429	luobuohewestern-Chen-2013-888-431-1		luobuohewestern	Chen-2013-888-431	pləu³¹	pləu³¹	p l əu ³¹		Chen2013			四	1500	FOUR	Luobuohe, Western	luop1235					Luobuohe, Western	四	pləu³¹	1 5 7 8	ACXT	PLE3	8	8.P.C 8.L.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	0	274
10431	chuanqiandiancentralguizhou-Chen-2013-888-431-1		chuanqiandiancentralguizhou	Chen-2013-888-431	plo²⁴	plo²⁴	p l o ²⁴		Chen2013			四	1500	FOUR	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	四	plo²⁴	1 5 7 8	ACXT	PLU2	4	4.P.C 4.L.C 4.U.V 4.2.T	1.6 1.2 3.0 1.0	0	274
10433	chuanqiandiannortheastyunnan-Chen-2013-888-431-1		chuanqiandiannortheastyunnan	Chen-2013-888-431	tɬau⁵⁵	tɬau⁵⁵	tɬ au ⁵⁵		Chen2013			四	1500	FOUR	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	四	tɬau⁵⁵	1 7 8	AXT	TA5	5	5.T.C 5.A.V 5.5.T	1.6 3.0 1.0	0	275
10437	qiandongeast-Chen-2013-888-431-1		qiandongeast	Chen-2013-888-431	so²⁴	so²⁴	s o ²⁴		Chen2013			四	1500	FOUR	Qiandong, East	east2370					Qiandong, East	四	so²⁴	3 7 8	AXT	SU2	9	9.S.C 9.U.V 9.2.T	1.6 3.0 1.0	1	272
10439	qiandongwest-Chen-2013-888-431-1		qiandongwest	Chen-2013-888-431	ɬɔ⁴⁴	ɬɔ⁴⁴	ɬ ɔ ⁴⁴		Chen2013			四	1500	FOUR	Qiandong, West						Qiandong, West	四	ɬɔ⁴⁴	5 7 8	AXT	LU5	10	10.L.C 10.U.V 10.5.T	1.6 3.0 1.0	0	276
10440	bahengwest-Chen-2013-888-431-1		bahengwest	Chen-2013-888-431	tji³⁵	tji³⁵	t j i ³⁵		Chen2013			四	1500	FOUR	Baheng, West	pahn1237					Baheng, West	四	tji³⁵	1 6 7 8	ACXT	TJI2	2	2.T.C 2.J.C 2.I.V 2.2.T	1.6 1.2 3.0 1.0	0	273
10430	chuanqiandian-Chen-2013-888-431-1		chuanqiandian	Chen-2013-888-431	plou⁵⁴	plou⁵⁴	p l ɔ ⁵⁴		Chen2013			四	1500	FOUR	Chuanqiandian	chua1256					Chuanqiandian	四	plɔ⁵⁴	1 5 7 8	ACXT	PLU3	3	3.P.C 3.L.C 3.U.V 3.3.T	1.6 1.2 3.0 1.0	0	274
10432	chuanqiandiansouthernguizhou-Chen-2013-888-431-1		chuanqiandiansouthernguizhou	Chen-2013-888-431	plɔ³²	plɔ³²	p l ɔ ³²		Chen2013			四	1500	FOUR	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	四	plɔ³²	1 5 7 8	ACXT	PLU3	6	6.P.C 6.L.C 6.U.V 6.3.T	1.6 1.2 3.0 1.0	0	274
10441	bahengeast-Chen-2013-888-431-1		bahengeast	Chen-2013-888-431	tsi³⁵	tsi³⁵	ts i ³⁵		Chen2013			四	1500	FOUR	Baheng, East	pahn1237					Baheng, East	四	tsi³⁵	2 7 8	AXT	CI2	1	1.C.C 1.I.V 1.2.T	1.6 3.0 1.0	0	272
17513	luobuoheeastern-Chen-2013-888-721-1		luobuoheeastern	Chen-2013-888-721	ti³¹ti³¹ləu⁵⁵	ti³¹ti³¹ləu⁵⁵	t i ³¹ + t i ³¹ + l əu ⁵⁵		Chen2013			回来	581	COME BACK	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	回来	ti³¹+ti³¹+ləu⁵⁵	1 7 8 9 1 7 8 9 5 7 8	AXT_AXT_AXT	TI3_TI3_LE5	7	7.T.C 7.I.V 7.3.T 7._._ 7.T.C 7.I.V 7.3.T 7._._ 7.L.C 7.E.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	281 282 279
17514	luobuohewestern-Chen-2013-888-721-1		luobuohewestern	Chen-2013-888-721	ʈoŋ⁵⁵lu⁵⁵	ʈoŋ⁵⁵lu⁵⁵	ʈ o ŋ ⁵⁵ + l u ⁵⁵		Chen2013			回来	581	COME BACK	Luobuohe, Western	luop1235					Luobuohe, Western	回来	ʈoŋ⁵⁵+lu⁵⁵	1 7 4 8 9 5 7 8	AXLT_AXT	TUN5_LY5	8	8.T.C 8.U.V 8.N.c 8.5.T 8._._ 8.L.C 8.Y.V 8.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	280 279
17515	chuanqiandian-Chen-2013-888-721-1		chuanqiandian	Chen-2013-888-721	ʈau⁵⁵lo²¹	ʈau⁵⁵lo²¹	ʈ au ⁵⁵ + l o ²¹		Chen2013			回来	581	COME BACK	Chuanqiandian	chua1256					Chuanqiandian	回来	ʈau⁵⁵+lo²¹	1 7 8 9 5 7 8	AXT_AXT	TA5_LU3	3	3.T.C 3.A.V 3.5.T 3._._ 3.L.C 3.U.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	278 279
17516	chuanqiandiancentralguizhou-Chen-2013-888-721-1		chuanqiandiancentralguizhou	Chen-2013-888-721	tʰo⁴²lə³¹	tʰo⁴²lə³¹	tʰ o ⁴² + l ə ³¹		Chen2013			回来	581	COME BACK	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	回来	tʰo⁴²+lə³¹	1 7 8 9 5 7 8	AXT_AXT	TU3_LE3	4	4.T.C 4.U.V 4.3.T 4._._ 4.L.C 4.E.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	278 279
17517	chuanqiandiansouthernguizhou-Chen-2013-888-721-1		chuanqiandiansouthernguizhou	Chen-2013-888-721	ʈoŋ⁴²lu¹¹	ʈoŋ⁴²lu¹¹	ʈ o ŋ ⁴² + l u ¹¹		Chen2013			回来	581	COME BACK	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	回来	ʈoŋ⁴²+lu¹¹	1 7 4 8 9 5 7 8	AXLT_AXT	TUN3_LY1	6	6.T.C 6.U.V 6.N.c 6.3.T 6._._ 6.L.C 6.Y.V 6.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	280 279
17518	chuanqiandiannortheastyunnan-Chen-2013-888-721-1		chuanqiandiannortheastyunnan	Chen-2013-888-721	ʈo⁵⁵lɦo¹¹	ʈo⁵⁵lɦo¹¹	ʈ o ⁵⁵ + lʱ o ¹¹		Chen2013			回来	581	COME BACK	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	回来	ʈo⁵⁵+lʱo¹¹	1 7 8 9 5 7 8	AXT_AXT	TU5_LU1	5	5.T.C 5.U.V 5.5.T 5._._ 5.L.C 5.U.V 5.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	278 279
17522	qiandongeast-Chen-2013-888-721-1		qiandongeast	Chen-2013-888-721	tjaŋ³³lo²¹²	tjaŋ³³lo²¹²	t j a ŋ ³³ + l o ²¹²		Chen2013			回来	581	COME BACK	Qiandong, East	east2370					Qiandong, East	回来	tjaŋ³³+lo²¹²	1 6 7 4 8 9 5 7 8	ACXLT_AXT	TJAN4_LU6	9	9.T.C 9.J.C 9.A.V 9.N.c 9.4.T 9._._ 9.L.C 9.U.V 9.6.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	280 279
17524	qiandongwest-Chen-2013-888-721-1		qiandongwest	Chen-2013-888-721	tjaŋ¹³leɯ²¹	tjaŋ¹³leɯ²¹	t j a ŋ ¹³ + l e ɯ ²¹		Chen2013			回来	581	COME BACK	Qiandong, West						Qiandong, West	回来	tjaŋ¹³+leɯ²¹	1 6 7 4 8 9 5 7 7 8	ACXLT_AXYT	TJAN2_LEI3	10	10.T.C 10.J.C 10.A.V 10.N.c 10.2.T 10._._ 10.L.C 10.E.V 10.I.V 10.3.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 3.0 1.0	0	280 279
17525	bahengwest-Chen-2013-888-721-1		bahengwest	Chen-2013-888-721	lo¹¹	lo¹¹	l o ¹¹		Chen2013			回来	581	COME BACK	Baheng, West	pahn1237					Baheng, West	回来	lo¹¹	5 7 8	AXT	LU1	2	2.L.C 2.U.V 2.1.T	1.6 3.0 1.0	1	277
17526	bahengeast-Chen-2013-888-721-1		bahengeast	Chen-2013-888-721	lo¹¹	lo¹¹	l o ¹¹		Chen2013			回来	581	COME BACK	Baheng, East	pahn1237					Baheng, East	回来	lo¹¹	5 7 8	AXT	LU1	1	1.L.C 1.U.V 1.1.T	1.6 3.0 1.0	0	277
13312	luobuoheeastern-Chen-2013-888-548-1		luobuoheeastern	Chen-2013-888-548	tə⁰²jɛ³¹	tə⁰²jɛ³¹	t ə ²/⁰ + j ɛ ³¹		Chen2013			圆	1395	ROUND	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	圆	tə²/⁰+jɛ³¹	1 7 8 9 6 7 8	AXT_AXT	TE6_JE3	7	7.T.C 7.E.V 7.6.T 7._._ 7.J.C 7.E.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	288 289
13313	luobuohewestern-Chen-2013-888-548-1		luobuohewestern	Chen-2013-888-548	ʔə⁰²mpʰləu⁵⁵ʔjy⁵⁵	ʔə⁰²mpʰləu⁵⁵ʔjy⁵⁵	ʔ ə ²/⁰ + ⁿpʰ l əu ⁵⁵ + ʔ j y ⁵⁵		Chen2013			圆	1395	ROUND	Luobuohe, Western	luop1235					Luobuohe, Western	圆	ʔə²/⁰+ⁿpʰləu⁵⁵+ʔjy⁵⁵	1 7 8 9 1 5 7 8 9 1 6 7 8	AXT_ACXT_ACXT	HE6_PLE5_HJY5	8	8.H.C 8.E.V 8.6.T 8._._ 8.P.C 8.L.C 8.E.V 8.5.T 8._._ 8.H.C 8.J.C 8.Y.V 8.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	290 291 292
13314	chuanqiandian-Chen-2013-888-548-1		chuanqiandian	Chen-2013-888-548	ʑuen³¹	ʑuen³¹	ʑ ue n ³¹		Chen2013			圆	1395	ROUND	Chuanqiandian	chua1256					Chuanqiandian	圆	ʑuen³¹	3 7 4 8	AXLT	SYN3	3	3.S.C 3.Y.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	0	286
13317	chuanqiandiannortheastyunnan-Chen-2013-888-548-1		chuanqiandiannortheastyunnan	Chen-2013-888-548	qo⁵⁵lɦo³¹	qo⁵⁵lɦo³¹	q o ⁵⁵ + lʱ o ³¹		Chen2013			圆	1395	ROUND	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	圆	qo⁵⁵+lʱo³¹	1 7 8 9 5 7 8	AXT_AXT	KU5_LU3	5	5.K.C 5.U.V 5.5.T 5._._ 5.L.C 5.U.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	285 284
13321	qiandongeast-Chen-2013-888-548-1		qiandongeast	Chen-2013-888-548	tuan²²	tuan²²	t ua n ²²		Chen2013			圆	1395	ROUND	Qiandong, East	east2370					Qiandong, East	圆	tuan²²	1 7 4 8	AXLT	TYN1	9	9.T.C 9.Y.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0	0	293
13324	bahengwest-Chen-2013-888-548-1		bahengwest	Chen-2013-888-548	qa⁰³laŋ³¹; qa⁰³leŋ³³	qa⁰³laŋ³¹	q a ³/⁰ + l a ŋ ³¹		Chen2013			圆	1395	ROUND	Baheng, West	pahn1237					Baheng, West	圆	qa³/⁰+laŋ³¹	1 7 8 9 5 7 4 8	AXT_AXLT	KA6_LAN3	2	2.K.C 2.A.V 2.6.T 2._._ 2.L.C 2.A.V 2.N.c 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	285 284
13325	bahengeast-Chen-2013-888-548-1		bahengeast	Chen-2013-888-548	ljaŋ³³ljaŋ³⁵	ljaŋ³³ljaŋ³⁵	l j a ŋ ³³ + l j a ŋ ³⁵		Chen2013			圆	1395	ROUND	Baheng, East	pahn1237					Baheng, East	圆	ljaŋ³³+ljaŋ³⁵	5 6 7 4 8 9 5 6 7 4 8	ACXLT_ACXLT	LJAN4_LJAN2	1	1.L.C 1.J.C 1.A.V 1.N.c 1.4.T 1._._ 1.L.C 1.J.C 1.A.V 1.N.c 1.2.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0	283 284
13316	chuanqiandiansouthernguizhou-Chen-2013-888-548-1		chuanqiandiansouthernguizhou	Chen-2013-888-548	koŋ⁴²	koŋ⁴²	k o ŋ ⁴²		Chen2013			圆	1395	ROUND	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	圆	koŋ⁴²	1 7 4 8	AXLT	KUN3	6	6.K.C 6.U.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	1	285
13323	qiandongwest-Chen-2013-888-548-1		qiandongwest	Chen-2013-888-548	luẽ⁵³	luẽ⁵³	l u ẽ ⁵³		Chen2013			圆	1395	ROUND	Qiandong, West						Qiandong, West	圆	luẽ⁵³	5 7 7 8	AXYT	LYE3	10	10.L.C 10.Y.V 10.E.V 10.3.T	1.6 3.0 3.0 1.0	0	294
13315	chuanqiandiancentralguizhou-Chen-2013-888-548-1		chuanqiandiancentralguizhou	Chen-2013-888-548	ŋki⁵⁵	ŋki⁵⁵	ⁿk i ⁵⁵		Chen2013			圆	1395	ROUND	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	圆	ⁿki⁵⁵	1 7 8	AXT	KI5	4	4.K.C 4.I.V 4.5.T	1.6 3.0 1.0	0	287
14507	luobuoheeastern-Chen-2013-888-597-1		luobuoheeastern	Chen-2013-888-597	tə⁰²tsa⁵⁵	tə⁰²tsa⁵⁵	t ə ²/⁰ + ts a ⁵⁵		Chen2013			坏	1292	BAD	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	坏	tə²/⁰+tsa⁵⁵	1 7 8 9 2 7 8	AXT_AXT	TE6_CA5	7	7.T.C 7.E.V 7.6.T 7._._ 7.C.C 7.A.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	300 301
14508	luobuohewestern-Chen-2013-888-597-1		luobuohewestern	Chen-2013-888-597	tə⁰²tsɑ⁵⁵	tə⁰²tsɑ⁵⁵	t ə ²/⁰ + ts ɑ ⁵⁵		Chen2013			坏	1292	BAD	Luobuohe, Western	luop1235					Luobuohe, Western	坏	tə²/⁰+tsɑ⁵⁵	1 7 8 9 2 7 8	AXT_AXT	TE6_CA5	8	8.T.C 8.E.V 8.6.T 8._._ 8.C.C 8.A.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	300 301
14509	chuanqiandian-Chen-2013-888-597-1		chuanqiandian	Chen-2013-888-597	tʂi⁵⁵; huai²⁴	tʂi⁵⁵	t ʂ i ⁵⁵		Chen2013			坏	1292	BAD	Chuanqiandian	chua1256					Chuanqiandian	坏	tʂi⁵⁵	1 3 7 8	ACXT	TSI5	3	3.T.C 3.S.C 3.I.V 3.5.T	1.6 1.2 3.0 1.0	0	297
14510	chuanqiandiancentralguizhou-Chen-2013-888-597-1		chuanqiandiancentralguizhou	Chen-2013-888-597	qə⁰²lɯ⁵⁵	qə⁰²lɯ⁵⁵	q ə ²/⁰ + l ɯ ⁵⁵		Chen2013			坏	1292	BAD	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	坏	qə²/⁰+lɯ⁵⁵	1 7 8 9 5 7 8	AXT_AXT	KE6_LI5	4	4.K.C 4.E.V 4.6.T 4._._ 4.L.C 4.I.V 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	298 299
14511	chuanqiandiansouthernguizhou-Chen-2013-888-597-1		chuanqiandiansouthernguizhou	Chen-2013-888-597	pə¹¹	pə¹¹	p ə ¹¹		Chen2013			坏	1292	BAD	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	坏	pə¹¹	1 7 8	AXT	PE1	6	6.P.C 6.E.V 6.1.T	1.6 3.0 1.0	0	296
