ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS	STRUCTURE	ALIGNMENT	TOKENS	CROSSIDS
9339	luobuohewestern-Chen-2013-888-385-1		luobuohewestern	Chen-2013-888-385	ʔə⁰²tɑ³¹χɑŋ³¹	ʔə⁰²tɑ³¹χɑŋ³¹	ʔ ə ²/⁰ + t ɑ ³¹ + χ ɑ ŋ ³¹		Chen2013			坛子			Luobuohe, Western	luop1235					luobuohewestern	坛子	ʔə²/⁰+tɑ³¹+χɑŋ³¹	1 7 8 9 1 7 8 9 3 7 4 8	AXT_AXT_AXLT	HE6_TA3_GAN3	8	8.H.C 8.E.V 8.6.T 8._._ 8.T.C 8.A.V 8.3.T 8._._ 8.G.C 8.A.V 8.N.c 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	980 986 980	i n t + i n t + i n c t	ʔ ə - ²/⁰ + t ɑ ³¹ + ʔ ə - ²/⁰	ʔ ə ² / ⁰ + t ɑ ³¹ + χ ɑ ŋ ³¹	980 986 980
9340	chuanqiandian-Chen-2013-888-385-1		chuanqiandian	Chen-2013-888-385	ho⁴³	ho⁴³	h o ⁴³		Chen2013			坛子			Chuanqiandian	chua1256					chuanqiandian	坛子	ho⁴³	3 7 8	AXT	HU3	3	3.H.C 3.U.V 3.3.T	1.6 3.0 1.0	0	980	i n t	h o - ⁴³	h o ⁴³	980
9341	chuanqiandiansouthernguizhou-Chen-2013-888-385-1		chuanqiandiansouthernguizhou	Chen-2013-888-385	ɦoŋ²²	ɦoŋ²²	ɦ o ŋ ²²		Chen2013			坛子			Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	坛子	ɦoŋ²²	3 7 4 8	AXLT	HUN1	6	6.H.C 6.U.V 6.N.c 6.1.T	1.6 3.0 1.1 1.0	0	980	i n c t	ɦ o ŋ ²²	ɦ o ŋ ²²	980
9342	chuanqiandiannortheastyunnan-Chen-2013-888-385-1		chuanqiandiannortheastyunnan	Chen-2013-888-385	ŋ̥u⁵⁵	ŋ̥u⁵⁵	ŋ̥ u ⁵⁵		Chen2013			坛子			Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	坛子	ŋ̥u⁵⁵	4 7 8	AXT	NY5	5	5.N.C 5.Y.V 5.5.T	1.6 3.0 1.0	0	984	i n t	ŋ̥ u ⁵⁵	ŋ̥ u ⁵⁵	984
9346	qiandongwest-Chen-2013-888-385-1		qiandongwest	Chen-2013-888-385	ʔuŋ³³	ʔuŋ³³	ʔ u ŋ ³³		Chen2013			坛子			Qiandong, West						qiandongwest	坛子	ʔuŋ³³	1 7 4 8	AXLT	HYN4	10	10.H.C 10.Y.V 10.N.c 10.4.T	1.6 3.0 1.1 1.0	0	980	i n c t	ʔ u ŋ ³³	ʔ u ŋ ³³	980
9347	bahengwest-Chen-2013-888-385-1		bahengwest	Chen-2013-888-385	ʔa⁰³qo⁵⁵woŋ³⁵	ʔa⁰³qo⁵⁵woŋ³⁵	ʔ a ³/⁰ + q o ⁵⁵ + w o ŋ ³⁵		Chen2013			坛子			Baheng, West	pahn1237					bahengwest	坛子	ʔa³/⁰+qo⁵⁵+woŋ³⁵	1 7 8 9 1 7 8 9 6 7 4 8	AXT_AXT_AXLT	HA6_KU5_WUN2	2	2.H.C 2.A.V 2.6.T 2._._ 2.K.C 2.U.V 2.5.T 2._._ 2.W.C 2.U.V 2.N.c 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	1	980 983 981	i n t + i n t + m n c t	ʔ a - ³/⁰ + q o ⁵⁵ + w o ŋ ³⁵	ʔ a ³ / ⁰ + q o ⁵⁵ + w o ŋ ³⁵	980 983 981
9348	bahengeast-Chen-2013-888-385-1		bahengeast	Chen-2013-888-385	tʰai³⁵	tʰai³⁵	tʰ ai ³⁵		Chen2013			坛子			Baheng, East	pahn1237					bahengeast	坛子	tʰai³⁵	1 7 8	AXT	TA2	1	1.T.C 1.A.V 1.2.T	1.6 3.0 1.0	0	982	i n t	tʰ ai ³⁵	tʰ ai ³⁵	982
885	luobuoheeastern-Chen-2013-888-37-1		luobuoheeastern	Chen-2013-888-37	qo⁰⁵mbo²⁴	qo⁰⁵mbo²⁴	q o ⁵/⁰ + ⁿb o ²⁴		Chen2013			坟墓	1773	GRAVE	Luobuohe, Eastern	luop1235					luobuoheeastern	坟墓	qo⁵/⁰+ⁿbo²⁴	1 7 8 9 1 7 8	AXT_AXT	KU6_PU2	7	7.K.C 7.U.V 7.6.T 7._._ 7.P.C 7.U.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	990 987	i n t + i n t	q o ⁵/⁰ + ⁿb o ²⁴	q o ⁵ / ⁰ +ⁿ b o ²⁴	990 987
886	luobuohewestern-Chen-2013-888-37-1		luobuohewestern	Chen-2013-888-37	ʔə⁰²mbo³⁵	ʔə⁰²mbo³⁵	ʔ ə ²/⁰ + ⁿb o ³⁵		Chen2013			坟墓	1773	GRAVE	Luobuohe, Western	luop1235					luobuohewestern	坟墓	ʔə²/⁰+ⁿbo³⁵	1 7 8 9 1 7 8	AXT_AXT	HE6_PU2	8	8.H.C 8.E.V 8.6.T 8._._ 8.P.C 8.U.V 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	988 987	i n t + i n t	ʔ ə ²/⁰ + ⁿb o ³⁵	ʔ ə ² / ⁰ +ⁿ b o ³⁵	988 987
887	chuanqiandian-Chen-2013-888-37-1		chuanqiandian	Chen-2013-888-37	tsaŋ⁴⁴	tsaŋ⁴⁴	ts a ŋ ⁴⁴		Chen2013			坟墓	1773	GRAVE	Chuanqiandian	chua1256					chuanqiandian	坟墓	tsaŋ⁴⁴	2 7 4 8	AXLT	CAN5	3	3.C.C 3.A.V 3.N.c 3.5.T	1.6 3.0 1.1 1.0	0	989	i n c t	ts a ŋ ⁴⁴	t s a ŋ ⁴⁴	989
888	chuanqiandiancentralguizhou-Chen-2013-888-37-1		chuanqiandiancentralguizhou	Chen-2013-888-37	nzõ⁴²	nzõ⁴²	ⁿz õ ⁴²		Chen2013			坟墓	1773	GRAVE	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	坟墓	ⁿzõ⁴²	3 7 8	AXT	SU3	4	4.S.C 4.U.V 4.3.T	1.6 3.0 1.0	0	993	i n t	ⁿz õ ⁴²	ⁿz õ ⁴²	993
889	chuanqiandiansouthernguizhou-Chen-2013-888-37-1		chuanqiandiansouthernguizhou	Chen-2013-888-37	ntsua⁵⁵	ntsua⁵⁵	ⁿts ua ⁵⁵		Chen2013			坟墓	1773	GRAVE	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	坟墓	ⁿtsua⁵⁵	2 7 8	AXT	CY5	6	6.C.C 6.Y.V 6.5.T	1.6 3.0 1.0	0	989	i n t	ⁿts ua - ⁵⁵	ⁿt s ua ⁵⁵	989
890	chuanqiandiannortheastyunnan-Chen-2013-888-37-1		chuanqiandiannortheastyunnan	Chen-2013-888-37	hi⁵⁵ntsaɯ¹¹	hi⁵⁵ntsaɯ¹¹	h i ⁵⁵ + ⁿts aɯ ¹¹		Chen2013			坟墓	1773	GRAVE	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	坟墓	hi⁵⁵+ⁿtsaɯ¹¹	3 7 8 9 2 7 8	AXT_AXT	HI5_CA1	5	5.H.C 5.I.V 5.5.T 5._._ 5.C.C 5.A.V 5.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	988 987	i n t + i n t	h i ⁵⁵ + ⁿts aɯ ¹¹	h i ⁵⁵ +ⁿ t s aɯ ¹¹	988 987
894	qiandongeast-Chen-2013-888-37-1		qiandongeast	Chen-2013-888-37	pu²²ljaŋ²²	pu²²ljaŋ²²	p u ²² + l j a ŋ ²²		Chen2013			坟墓	1773	GRAVE	Qiandong, East	east2370					qiandongeast	坟墓	pu²²+ljaŋ²²	1 7 8 9 5 6 7 4 8	AXT_ACXLT	PY1_LJAN1	9	9.P.C 9.Y.V 9.1.T 9._._ 9.L.C 9.J.C 9.A.V 9.N.c 9.1.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0	987 991	i n t + i m n c t	p u ²² + l j a ŋ ²²	p u ²² + l j a ŋ ²²	987 991
896	qiandongwest-Chen-2013-888-37-1		qiandongwest	Chen-2013-888-37	teu²²ma³³	teu²²ma³³	t eu ²² + m a ³³		Chen2013			坟墓	1773	GRAVE	Qiandong, West						qiandongwest	坟墓	teu²²+ma³³	1 7 8 9 4 7 8	AXT_AXT	TE1_MA4	10	10.T.C 10.E.V 10.1.T 10._._ 10.M.C 10.A.V 10.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	992 987	i n t + i n t	t eu ²² + m a ³³	t eu ²² + m a ³³	992 987
897	bahengwest-Chen-2013-888-37-1		bahengwest	Chen-2013-888-37	ʔa⁰³ȵei⁵⁵	ʔa⁰³ȵei⁵⁵	ʔ a ³/⁰ + ȵ ei ⁵⁵		Chen2013			坟墓	1773	GRAVE	Baheng, West	pahn1237					bahengwest	坟墓	ʔa³/⁰+ȵei⁵⁵	1 7 8 9 4 7 8	AXT_AXT	HA6_NE5	2	2.H.C 2.A.V 2.6.T 2._._ 2.N.C 2.E.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	988 987	i n t + i n t	ʔ a ³/⁰ + ȵ ei ⁵⁵	ʔ a ³ / ⁰ + ȵ ei ⁵⁵	988 987
898	bahengeast-Chen-2013-888-37-1		bahengeast	Chen-2013-888-37	tsei⁵⁵	tsei⁵⁵	ts ei ⁵⁵		Chen2013			坟墓	1773	GRAVE	Baheng, East	pahn1237					bahengeast	坟墓	tsei⁵⁵	2 7 8	AXT	CE5	1	1.C.C 1.E.V 1.5.T	1.6 3.0 1.0	0	989	i n t	ts ei - ⁵⁵	t s ei ⁵⁵	989
18412	luobuohewestern-Chen-2013-888-758-1		luobuohewestern	Chen-2013-888-758	loŋ⁵⁵	loŋ⁵⁵	l o ŋ ⁵⁵		Chen2013			埋	1719	BURY	Luobuohe, Western	luop1235					luobuohewestern	埋	loŋ⁵⁵	5 7 4 8	AXLT	LUN5	8	8.L.C 8.U.V 8.N.c 8.5.T	1.6 3.0 1.1 1.0	0	994	i n c t	l - o ŋ ⁵⁵	l o ŋ ⁵⁵	994
18414	chuanqiandiancentralguizhou-Chen-2013-888-758-1		chuanqiandiancentralguizhou	Chen-2013-888-758	lõ³¹	lõ³¹	l õ ³¹		Chen2013			埋	1719	BURY	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	埋	lõ³¹	5 7 8	AXT	LU3	4	4.L.C 4.U.V 4.3.T	1.6 3.0 1.0	0	994	i n t	l - õ - ³¹	l õ ³¹	994
18415	chuanqiandiansouthernguizhou-Chen-2013-888-758-1		chuanqiandiansouthernguizhou	Chen-2013-888-758	ɭoŋ¹¹	ɭoŋ¹¹	ɭ o ŋ ¹¹		Chen2013			埋	1719	BURY	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	埋	ɭoŋ¹¹	5 7 4 8	AXLT	LUN1	6	6.L.C 6.U.V 6.N.c 6.1.T	1.6 3.0 1.1 1.0	0	994	i n c t	ɭ - o ŋ ¹¹	ɭ o ŋ ¹¹	994
18416	chuanqiandiannortheastyunnan-Chen-2013-888-758-1		chuanqiandiannortheastyunnan	Chen-2013-888-758	ty¹¹	ty¹¹	t y ¹¹		Chen2013			埋	1719	BURY	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	埋	ty¹¹	1 7 8	AXT	TY1	5	5.T.C 5.Y.V 5.1.T	1.6 3.0 1.0	0	995	i n t	t y ¹¹	t y ¹¹	995
18420	qiandongeast-Chen-2013-888-758-1		qiandongeast	Chen-2013-888-758	ljaŋ²¹²; pou²²	ljaŋ²¹²	l j a ŋ ²¹²		Chen2013			埋	1719	BURY	Qiandong, East	east2370					qiandongeast	埋	ljaŋ²¹²	5 6 7 4 8	ACXLT	LJAN6	9	9.L.C 9.J.C 9.A.V 9.N.c 9.6.T	1.6 1.2 3.0 1.1 1.0	1	994	i m n c t	l j a ŋ ²¹²	l j a ŋ ²¹²	994
18422	qiandongwest-Chen-2013-888-758-1		qiandongwest	Chen-2013-888-758	ljaŋ²¹	ljaŋ²¹	l j a ŋ ²¹		Chen2013			埋	1719	BURY	Qiandong, West						qiandongwest	埋	ljaŋ²¹	5 6 7 4 8	ACXLT	LJAN3	10	10.L.C 10.J.C 10.A.V 10.N.c 10.3.T	1.6 1.2 3.0 1.1 1.0	1	994	i m n c t	l j a ŋ ²¹	l j a ŋ ²¹	994
18423	bahengwest-Chen-2013-888-758-1		bahengwest	Chen-2013-888-758	la⁴²	la⁴²	l a ⁴²		Chen2013			埋	1719	BURY	Baheng, West	pahn1237					bahengwest	埋	la⁴²	5 7 8	AXT	LA3	2	2.L.C 2.A.V 2.3.T	1.6 3.0 1.0	0	994	i n t	l - a - ⁴²	l a ⁴²	994
18424	bahengeast-Chen-2013-888-758-1		bahengeast	Chen-2013-888-758	ɬa³¹	ɬa³¹	ɬ a ³¹		Chen2013			埋	1719	BURY	Baheng, East	pahn1237					bahengeast	埋	ɬa³¹	5 7 8	AXT	LA3	1	1.L.C 1.A.V 1.3.T	1.6 3.0 1.0	0	994	i n t	ɬ - a - ³¹	ɬ a ³¹	994
18411	luobuoheeastern-Chen-2013-888-758-1		luobuoheeastern	Chen-2013-888-758	luŋ⁵⁵	luŋ⁵⁵	l u ŋ ⁵⁵		Chen2013			埋	1719	BURY	Luobuohe, Eastern	luop1235					luobuoheeastern	埋	luŋ⁵⁵	5 7 4 8	AXLT	LYN5	7	7.L.C 7.Y.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	0	994	i n c t	l - u ŋ ⁵⁵	l u ŋ ⁵⁵	994
16579	luobuoheeastern-Chen-2013-888-682-1		luobuoheeastern	Chen-2013-888-682	ntsʰo³³	ntsʰo³³	ⁿtsʰ o ³³		Chen2013			堵塞			Luobuohe, Eastern	luop1235					luobuoheeastern	堵塞	ⁿtsʰo³³	2 7 8	AXT	CU4	7	7.C.C 7.U.V 7.4.T	1.6 3.0 1.0	0	996	i n t	ⁿtsʰ o ³³	ⁿt sʰ o ³³	996
16580	luobuohewestern-Chen-2013-888-682-1		luobuohewestern	Chen-2013-888-682	ntsʰo³¹	ntsʰo³¹	ⁿtsʰ o ³¹		Chen2013			堵塞			Luobuohe, Western	luop1235					luobuohewestern	堵塞	ⁿtsʰo³¹	2 7 8	AXT	CU3	8	8.C.C 8.U.V 8.3.T	1.6 3.0 1.0	0	996	i n t	ⁿtsʰ o ³¹	ⁿt sʰ o ³¹	996
16581	chuanqiandian-Chen-2013-888-682-1		chuanqiandian	Chen-2013-888-682	tsʰeu³³	tsʰeu³³	tsʰ eu ³³		Chen2013			堵塞			Chuanqiandian	chua1256					chuanqiandian	堵塞	tsʰeu³³	2 7 8	AXT	CE4	3	3.C.C 3.E.V 3.4.T	1.6 3.0 1.0	0	996	i n t	tsʰ eu ³³	t sʰ eu ³³	996
16582	chuanqiandiancentralguizhou-Chen-2013-888-682-1		chuanqiandiancentralguizhou	Chen-2013-888-682	tʂɯ²²; nzə⁴²	tʂɯ²²	tʂ ɯ ²²		Chen2013			堵塞			Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	堵塞	tʂɯ²²	1 7 8	AXT	TI1	4	4.T.C 4.I.V 4.1.T	1.6 3.0 1.0	0	1000	i n t	tʂ ɯ ²²	t ʂ ɯ ²²	1000
16583	chuanqiandiansouthernguizhou-Chen-2013-888-682-1		chuanqiandiansouthernguizhou	Chen-2013-888-682	ntsəu⁵⁵	ntsəu⁵⁵	ⁿts əu ⁵⁵		Chen2013			堵塞			Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	堵塞	ⁿtsəu⁵⁵	2 7 8	AXT	CE5	6	6.C.C 6.E.V 6.5.T	1.6 3.0 1.0	0	996	i n t	ⁿts əu ⁵⁵	ⁿt s əu ⁵⁵	996
16584	chuanqiandiannortheastyunnan-Chen-2013-888-682-1		chuanqiandiannortheastyunnan	Chen-2013-888-682	tsʰey¹¹	tsʰey¹¹	tsʰ ey ¹¹		Chen2013			堵塞			Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	堵塞	tsʰey¹¹	2 7 8	AXT	CE1	5	5.C.C 5.E.V 5.1.T	1.6 3.0 1.0	0	996	i n t	tsʰ ey ¹¹	t sʰ ey ¹¹	996
16588	qiandongeast-Chen-2013-888-682-1		qiandongeast	Chen-2013-888-682	saŋ³³	saŋ³³	s a ŋ ³³		Chen2013			堵塞			Qiandong, East	east2370					qiandongeast	堵塞	saŋ³³	3 7 4 8	AXLT	SAN4	9	9.S.C 9.A.V 9.N.c 9.4.T	1.6 3.0 1.1 1.0	0	999	i n c t	s a ŋ ³³	s a ŋ ³³	999
16590	qiandongwest-Chen-2013-888-682-1		qiandongwest	Chen-2013-888-682	lje¹³	lje¹³	l j e ¹³		Chen2013			堵塞			Qiandong, West						qiandongwest	堵塞	lje¹³	5 6 7 8	ACXT	LJE2	10	10.L.C 10.J.C 10.E.V 10.2.T	1.6 1.2 3.0 1.0	0	998	i m n t	l j e ¹³	l j e ¹³	998
16591	bahengwest-Chen-2013-888-682-1		bahengwest	Chen-2013-888-682	sɔ⁴²	sɔ⁴²	s ɔ ⁴²		Chen2013			堵塞			Baheng, West	pahn1237					bahengwest	堵塞	sɔ⁴²	3 7 8	AXT	SU3	2	2.S.C 2.U.V 2.3.T	1.6 3.0 1.0	0	997	i n t	s ɔ ⁴²	s ɔ ⁴²	997
16592	bahengeast-Chen-2013-888-682-1		bahengeast	Chen-2013-888-682	sau⁵³	sau⁵³	s au ⁵³		Chen2013			堵塞			Baheng, East	pahn1237					bahengeast	堵塞	sau⁵³	3 7 8	AXT	SA3	1	1.S.C 1.A.V 1.3.T	1.6 3.0 1.0	0	997	i n t	s au ⁵³	s au ⁵³	997
19872	luobuoheeastern-Chen-2013-888-818-1		luobuoheeastern	Chen-2013-888-818	vzaŋ³³	vzaŋ³³	v z a ŋ ³³		Chen2013			填	2006	FILL	Luobuohe, Eastern	luop1235					luobuoheeastern	填	vzaŋ³³	3 3 7 4 8	ACYLT	BSAN4	7	7.B.C 7.S.C 7.A.V 7.N.c 7.4.T	1.6 1.2 3.0 1.1 1.0	0	1002	i m n c t	v z a ŋ ³³	v z a ŋ ³³	1002
19873	luobuohewestern-Chen-2013-888-818-1		luobuohewestern	Chen-2013-888-818	vjoŋ³¹	vjoŋ³¹	v j o ŋ ³¹		Chen2013			填	2006	FILL	Luobuohe, Western	luop1235					luobuohewestern	填	vjoŋ³¹	3 6 7 4 8	ACXLT	BJUN3	8	8.B.C 8.J.C 8.U.V 8.N.c 8.3.T	1.6 1.2 3.0 1.1 1.0	0	1002	i m n c t	v j o ŋ ³¹	v j o ŋ ³¹	1002
19874	chuanqiandian-Chen-2013-888-818-1		chuanqiandian	Chen-2013-888-818	tʰen³¹	tʰen³¹	tʰ e n ³¹		Chen2013			填	2006	FILL	Chuanqiandian	chua1256					chuanqiandian	填	tʰen³¹	1 7 4 8	AXLT	TEN3	3	3.T.C 3.E.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	0	1001	i n c t	tʰ - e n ³¹	tʰ e n ³¹	1001
19875	chuanqiandiancentralguizhou-Chen-2013-888-818-1		chuanqiandiancentralguizhou	Chen-2013-888-818	tʰie³¹	tʰie³¹	tʰ i e ³¹		Chen2013			填	2006	FILL	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	填	tʰie³¹	1 7 7 8	AXYT	TIE3	4	4.T.C 4.I.V 4.E.V 4.3.T	1.6 3.0 3.0 1.0	0	1003	i m n t	tʰ i e ³¹	tʰ ie ³¹	1003
19876	chuanqiandiansouthernguizhou-Chen-2013-888-818-1		chuanqiandiansouthernguizhou	Chen-2013-888-818	tʰian²¹	tʰian²¹	tʰ i a n ²¹		Chen2013			填	2006	FILL	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	填	tʰian²¹	1 7 7 4 8	AXYLT	TIAN3	6	6.T.C 6.I.V 6.A.V 6.N.c 6.3.T	1.6 3.0 3.0 1.1 1.0	0	1004	i m n c t	tʰ i a n ²¹	tʰ ia n ²¹	1004
19877	chuanqiandiannortheastyunnan-Chen-2013-888-818-1		chuanqiandiannortheastyunnan	Chen-2013-888-818	tʰie³¹; pa³³	tʰie³¹	tʰ i e ³¹		Chen2013			填	2006	FILL	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	填	tʰie³¹	1 7 7 8	AXYT	TIE3	5	5.T.C 5.I.V 5.E.V 5.3.T	1.6 3.0 3.0 1.0	0	1003	i m n t	tʰ i e ³¹	tʰ ie ³¹	1003
19881	qiandongeast-Chen-2013-888-818-1		qiandongeast	Chen-2013-888-818	tjen²²	tjen²²	t j e n ²²		Chen2013			填	2006	FILL	Qiandong, East	east2370					qiandongeast	填	tjen²²	1 6 7 4 8	ACXLT	TJEN1	9	9.T.C 9.J.C 9.E.V 9.N.c 9.1.T	1.6 1.2 3.0 1.1 1.0	0	1001	i m n c t	t j e n ²²	t j e n ²²	1001
19883	qiandongwest-Chen-2013-888-818-1		qiandongwest	Chen-2013-888-818	tʰjẽ⁵³	tʰjẽ⁵³	tʰ j ẽ ⁵³		Chen2013			填	2006	FILL	Qiandong, West						qiandongwest	填	tʰjẽ⁵³	1 6 7 8	ACXT	TJE3	10	10.T.C 10.J.C 10.E.V 10.3.T	1.6 1.2 3.0 1.0	0	1001	i m n t	tʰ j ẽ - ⁵³	tʰ j ẽ ⁵³	1001
19884	bahengwest-Chen-2013-888-818-1		bahengwest	Chen-2013-888-818	ʔi⁵⁵	ʔi⁵⁵	ʔ i ⁵⁵		Chen2013			填	2006	FILL	Baheng, West	pahn1237					bahengwest	填	ʔi⁵⁵	1 7 8	AXT	HI5	2	2.H.C 2.I.V 2.5.T	1.6 3.0 1.0	1	1005	i n t	ʔ i ⁵⁵	ʔ i ⁵⁵	1005
19885	bahengeast-Chen-2013-888-818-1		bahengeast	Chen-2013-888-818	dje³³	dje³³	d j e ³³		Chen2013			填	2006	FILL	Baheng, East	pahn1237					bahengeast	填	dje³³	1 6 7 8	ACXT	TJE4	1	1.T.C 1.J.C 1.E.V 1.4.T	1.6 1.2 3.0 1.0	0	1001	i m n t	d j e - ³³	d j e ³³	1001
7882	luobuoheeastern-Chen-2013-888-324-1		luobuoheeastern	Chen-2013-888-324	qo⁰⁵tɕʰaŋ³¹	qo⁰⁵tɕʰaŋ³¹	q o ⁵/⁰ + tɕʰ a ŋ ³¹		Chen2013			墙	933	WALL (OF HOUSE)	Luobuohe, Eastern	luop1235					luobuoheeastern	墙	qo⁵/⁰+tɕʰaŋ³¹	1 7 8 9 2 7 4 8	AXT_AXLT	KU6_CAN3	7	7.K.C 7.U.V 7.6.T 7._._ 7.C.C 7.A.V 7.N.c 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	1009 1006	i n t + i n c t	q o ⁵/⁰ + tɕʰ a ŋ ³¹	q o ⁵ / ⁰ + t ɕʰ a ŋ ³¹	14 1006
7883	luobuohewestern-Chen-2013-888-324-1		luobuohewestern	Chen-2013-888-324	ʔə⁰²to³¹pi⁵⁵	ʔə⁰²to³¹pi⁵⁵	ʔ ə ²/⁰ + t o ³¹ + p i ⁵⁵		Chen2013			墙	933	WALL (OF HOUSE)	Luobuohe, Western	luop1235					luobuohewestern	墙	ʔə²/⁰+to³¹+pi⁵⁵	1 7 8 9 1 7 8 9 1 7 8	AXT_AXT_AXT	HE6_TU3_PI5	8	8.H.C 8.E.V 8.6.T 8._._ 8.T.C 8.U.V 8.3.T 8._._ 8.P.C 8.I.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1008 1007 1013	i n t + i n t + i n t	ʔ ə ²/⁰ + t o ³¹ + p i ⁵⁵	ʔ ə ² / ⁰ + t o ³¹ + p i ⁵⁵	4424 1007 1013
7884	chuanqiandian-Chen-2013-888-324-1		chuanqiandian	Chen-2013-888-324	tsʰaŋ³¹	tsʰaŋ³¹	tsʰ a ŋ ³¹		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian	chua1256					chuanqiandian	墙	tsʰaŋ³¹	2 7 4 8	AXLT	CAN3	3	3.C.C 3.A.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	0	1006	i n c t	tsʰ a ŋ ³¹	t sʰ a ŋ ³¹	1006
7885	chuanqiandiancentralguizhou-Chen-2013-888-324-1		chuanqiandiancentralguizhou	Chen-2013-888-324	qə⁰²tʰɯ¹³	qə⁰²tʰɯ¹³	q ə ²/⁰ + tʰ ɯ ¹³		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	墙	qə²/⁰+tʰɯ¹³	1 7 8 9 1 7 8	AXT_AXT	KE6_TI2	4	4.K.C 4.E.V 4.6.T 4._._ 4.T.C 4.I.V 4.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1009 1007	i n t + i n t	q ə ²/⁰ + tʰ ɯ ¹³	q ə ² / ⁰ + tʰ ɯ ¹³	14 1007
7886	chuanqiandiansouthernguizhou-Chen-2013-888-324-1		chuanqiandiansouthernguizhou	Chen-2013-888-324	tɕaŋ¹¹	tɕaŋ¹¹	tɕ a ŋ ¹¹		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	墙	tɕaŋ¹¹	2 7 4 8	AXLT	CAN1	6	6.C.C 6.A.V 6.N.c 6.1.T	1.6 3.0 1.1 1.0	0	1006	i n c t	tɕ a ŋ ¹¹	t ɕ a ŋ ¹¹	1006
7887	chuanqiandiannortheastyunnan-Chen-2013-888-324-1		chuanqiandiannortheastyunnan	Chen-2013-888-324	ʔa⁵⁵dɦɯ¹¹	ʔa⁵⁵dɦɯ¹¹	ʔ a ⁵⁵ + dʱ ɯ ¹¹		Chen2013			墙	933	WALL (OF HOUSE)	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	墙	ʔa⁵⁵+dʱɯ¹¹	1 7 8 9 1 7 8	AXT_AXT	HA5_TI1	5	5.H.C 5.A.V 5.5.T 5._._ 5.T.C 5.I.V 5.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1008 1007	i n t + i n t	ʔ a ⁵⁵ + dʱ ɯ ¹¹	ʔ a ⁵⁵ + dʱ ɯ ¹¹	4424 1007
